CGPA,Python_Skill,SQL_Skill,Machine_Learning_Skill,Deep_Learning_Skill,Data_Analysis_Skill,Statistics_Skill,Programming_Skill,DSA_Skill,Web_Development_Skill,Cybersecurity_Skill,Networking_Skill,Linux_Skill,Cloud_Skill,DevOps_Skill,NLP_Skill,Computer_Vision_Skill,OpenCV_Skill,Projects,Internship,Communication_Skill,Problem_Solving_Skill,Job_Role
8.78,1,1,1,3,3,5,4,1,2,5,5,5,3,3,4,5,1,1,1,1,5,Cybersecurity Analyst
8.98,5,3,4,1,4,5,4,5,5,4,4,4,1,5,3,5,4,5,1,2,5,Cybersecurity Analyst
8.27,2,1,1,5,1,3,1,3,3,4,4,4,4,2,1,4,4,5,1,3,4,Cybersecurity Analyst
6.89,3,5,3,5,5,2,3,4,4,5,5,5,5,2,4,2,5,1,1,2,5,Cybersecurity Analyst
9.9,2,4,4,1,5,2,2,3,2,5,5,5,2,2,5,2,1,3,0,3,4,Cybersecurity Analyst
7.35,3,1,2,3,2,2,1,1,3,4,5,4,2,1,1,3,4,2,1,4,4,Cybersecurity Analyst
8.51,5,4,1,1,5,2,4,4,5,4,5,5,4,4,4,1,3,2,1,2,4,Cybersecurity Analyst
8.37,2,5,3,2,3,3,3,3,4,5,4,4,2,2,1,1,2,0,1,3,5,Cybersecurity Analyst
7.8,2,5,2,4,4,4,5,1,3,5,5,5,1,1,5,4,4,5,1,2,5,Cybersecurity Analyst
6.31,1,2,2,2,3,2,3,2,4,4,4,4,5,3,1,3,3,5,1,2,5,Cybersecurity Analyst
9.61,3,4,1,4,3,2,3,5,4,5,4,5,1,3,5,1,3,1,0,1,5,Cybersecurity Analyst
8.68,3,3,3,5,4,1,4,2,3,5,4,5,2,2,5,4,2,3,0,1,5,Cybersecurity Analyst
9.64,5,5,1,4,5,2,2,3,1,4,5,4,3,4,4,4,2,1,1,3,5,Cybersecurity Analyst
8.52,2,4,2,4,3,3,3,3,3,5,5,4,5,5,2,2,4,1,0,2,4,Cybersecurity Analyst
5.87,5,1,3,4,4,1,5,3,4,4,4,4,3,2,1,5,2,5,1,5,4,Cybersecurity Analyst
7.25,3,5,1,3,1,1,5,5,4,4,5,5,3,1,5,4,1,0,1,3,4,Cybersecurity Analyst
8.8,5,2,4,5,4,4,4,1,2,4,4,4,2,3,1,5,1,0,1,3,4,Cybersecurity Analyst
6.3,1,3,2,5,1,3,4,4,5,4,4,4,5,1,2,3,4,1,0,4,4,Cybersecurity Analyst
7.98,3,2,3,1,2,2,5,3,1,5,5,4,3,4,1,4,3,3,1,1,4,Cybersecurity Analyst
9.15,2,1,2,4,4,2,2,3,4,5,5,4,4,3,1,3,3,3,1,3,5,Cybersecurity Analyst
6.55,2,3,3,1,4,1,3,3,1,4,5,4,5,5,5,2,4,1,1,2,4,Cybersecurity Analyst
6.48,4,3,2,4,2,1,4,1,5,5,4,4,5,3,5,5,2,0,0,4,5,Cybersecurity Analyst
6.06,3,4,3,1,2,4,4,2,1,5,4,4,5,4,4,1,3,2,1,1,4,Cybersecurity Analyst
7.35,4,5,5,4,3,1,1,4,1,4,4,5,4,2,1,5,3,1,1,1,4,Cybersecurity Analyst
6.08,4,5,4,3,3,2,2,5,4,4,4,4,2,1,4,4,4,4,0,5,5,Cybersecurity Analyst
6.38,5,4,2,1,1,2,1,4,2,4,4,5,2,4,4,4,2,2,0,3,5,Cybersecurity Analyst
7.13,3,2,2,1,3,4,5,1,1,4,5,4,2,5,4,4,3,3,1,1,5,Cybersecurity Analyst
9.51,4,5,3,5,1,4,5,5,1,4,5,4,2,3,1,3,2,4,1,3,4,Cybersecurity Analyst
6.42,5,3,3,3,3,3,4,3,4,5,4,5,3,1,2,4,2,5,1,5,5,Cybersecurity Analyst
8.77,1,2,5,3,1,2,1,2,3,5,4,4,5,2,3,3,4,1,1,4,4,Cybersecurity Analyst
9.76,2,5,2,3,4,5,4,5,3,4,4,5,4,4,3,5,5,4,0,3,5,Cybersecurity Analyst
7.31,2,4,5,3,5,1,2,2,2,4,4,4,3,5,1,3,1,0,0,4,4,Cybersecurity Analyst
7.79,4,2,2,5,1,1,2,1,3,5,5,5,3,2,2,1,2,0,1,2,5,Cybersecurity Analyst
6.11,5,2,1,5,2,2,5,4,5,4,5,5,2,4,4,3,3,2,1,4,4,Cybersecurity Analyst
5.61,4,3,1,1,4,3,2,3,2,4,4,5,5,1,2,4,3,1,1,1,5,Cybersecurity Analyst
8.46,3,3,2,4,2,1,1,3,4,4,4,5,1,1,2,5,5,2,0,1,5,Cybersecurity Analyst
9.5,2,5,5,4,1,2,3,3,4,5,4,4,4,2,2,2,1,3,0,2,5,Cybersecurity Analyst
7.04,4,3,4,1,4,3,3,5,4,5,4,4,5,4,5,3,1,5,0,2,5,Cybersecurity Analyst
6.68,5,1,5,3,4,1,4,1,5,4,5,4,1,1,4,2,3,0,1,4,5,Cybersecurity Analyst
7.91,1,3,3,2,4,2,1,4,1,5,5,4,5,2,4,2,4,0,1,1,5,Cybersecurity Analyst
8.33,5,5,2,5,2,3,4,4,3,4,4,5,2,1,3,4,4,3,1,2,5,Cybersecurity Analyst
6.27,5,4,2,2,5,2,4,4,4,5,5,5,1,4,4,5,4,1,1,3,4,Cybersecurity Analyst
9.43,2,5,5,3,1,3,2,3,1,5,4,4,4,3,2,3,1,4,1,3,4,Cybersecurity Analyst
7.02,5,4,1,4,3,4,1,2,5,4,4,4,4,1,1,3,2,2,0,5,4,Cybersecurity Analyst
8.85,5,3,4,4,2,2,4,4,3,4,5,5,5,2,2,1,4,3,0,3,5,Cybersecurity Analyst
9.04,1,3,4,4,4,1,1,2,3,5,5,5,1,1,4,5,1,3,0,1,5,Cybersecurity Analyst
9.47,3,2,5,2,4,4,4,3,2,5,4,5,1,2,3,4,5,2,0,1,5,Cybersecurity Analyst
5.94,4,3,3,5,3,5,1,1,2,5,4,5,2,3,2,1,4,3,0,1,5,Cybersecurity Analyst
7.4,4,2,4,4,4,2,4,3,1,4,5,4,3,1,1,5,5,1,0,3,5,Cybersecurity Analyst
5.89,2,3,4,5,5,2,3,1,2,4,4,4,4,3,2,1,3,5,0,4,5,Cybersecurity Analyst
5.54,5,3,4,3,1,5,1,1,3,5,4,4,3,2,1,2,5,2,1,2,5,Cybersecurity Analyst
9.64,5,4,1,5,2,1,4,1,5,5,5,4,2,1,3,5,4,1,1,1,5,Cybersecurity Analyst
8.59,3,5,2,2,5,4,2,4,5,4,4,5,5,4,4,5,1,2,0,1,4,Cybersecurity Analyst
6.16,4,2,2,4,1,1,1,3,2,4,4,5,2,4,5,2,4,4,0,1,4,Cybersecurity Analyst
6.91,5,4,4,1,3,3,2,2,4,4,5,4,3,4,5,2,4,4,0,5,4,Cybersecurity Analyst
9.54,2,1,4,3,3,3,2,5,3,4,4,5,3,5,2,4,5,1,1,5,5,Cybersecurity Analyst
6.92,4,3,4,5,3,4,1,2,4,4,4,4,2,3,4,4,2,2,1,5,5,Cybersecurity Analyst
7.86,5,2,1,5,5,2,2,1,3,4,5,5,3,1,5,3,3,3,0,5,4,Cybersecurity Analyst
6.58,5,2,5,3,3,3,3,3,2,5,5,4,4,1,5,1,1,0,1,3,4,Cybersecurity Analyst
5.53,1,5,2,3,1,4,4,4,4,4,4,5,2,4,2,3,2,2,1,5,4,Cybersecurity Analyst
9.55,3,1,3,4,2,1,4,1,5,5,4,5,4,4,2,5,2,3,1,1,5,Cybersecurity Analyst
9.81,4,2,5,4,1,3,4,4,5,5,4,5,4,3,3,2,4,2,1,5,5,Cybersecurity Analyst
7.32,2,4,4,1,4,2,3,2,4,4,4,4,1,1,5,4,2,3,1,2,5,Cybersecurity Analyst
7.27,5,2,5,5,2,2,1,1,3,5,5,5,5,4,4,2,1,2,1,4,5,Cybersecurity Analyst
8.76,3,3,1,3,1,4,3,4,3,4,4,4,3,5,1,2,5,0,0,4,4,Cybersecurity Analyst
9.36,2,3,3,4,5,2,2,4,2,4,5,4,1,2,5,1,3,4,1,3,4,Cybersecurity Analyst
9.86,4,2,1,4,4,4,4,1,3,4,5,5,1,5,1,5,2,2,1,2,4,Cybersecurity Analyst
5.62,4,4,3,5,2,5,1,4,4,4,4,5,5,1,4,5,1,2,1,3,5,Cybersecurity Analyst
6.3,4,3,5,5,4,5,4,5,1,4,5,5,5,5,1,5,5,5,0,3,5,Cybersecurity Analyst
7.37,5,3,3,5,5,2,1,2,1,5,4,5,2,3,2,1,5,2,0,4,4,Cybersecurity Analyst
9.87,2,1,5,2,5,2,5,4,5,4,4,5,1,5,4,2,1,5,0,5,5,Cybersecurity Analyst
7.84,1,2,1,1,4,1,1,1,2,5,4,4,5,5,4,1,5,0,1,3,4,Cybersecurity Analyst
9.6,4,2,1,3,3,5,5,1,4,5,5,5,1,1,4,5,1,0,1,2,4,Cybersecurity Analyst
6.89,1,5,2,1,3,5,5,2,3,4,4,5,4,4,4,4,4,3,1,5,5,Cybersecurity Analyst
7.66,1,3,1,2,1,4,5,4,2,5,4,5,3,1,2,4,3,5,0,3,5,Cybersecurity Analyst
7.51,2,1,3,1,5,1,4,4,4,4,5,5,1,2,1,1,4,2,1,4,4,Cybersecurity Analyst
9.89,4,1,1,3,3,4,5,1,5,5,3,5,4,4,4,1,4,5,1,2,4,Cloud Engineer
9.85,3,4,1,5,1,1,3,2,4,4,4,5,4,5,5,4,3,2,1,2,5,Cloud Engineer
5.54,2,1,5,4,3,3,4,5,3,3,4,5,5,4,3,4,1,0,1,2,4,Cloud Engineer
9.28,2,1,4,4,1,4,5,2,3,3,5,5,4,5,1,4,2,1,0,1,5,Cloud Engineer
7.54,3,3,2,3,2,4,5,4,2,5,4,5,4,5,3,5,5,5,1,5,4,Cloud Engineer
6.11,2,3,4,1,1,2,4,3,3,3,4,4,4,5,1,3,4,3,0,4,1,Cloud Engineer
9.28,4,3,4,3,4,3,4,1,1,5,3,4,5,4,4,5,3,0,1,4,1,Cloud Engineer
8.98,2,1,1,3,1,5,4,1,1,4,3,5,4,5,1,2,4,4,1,3,1,Cloud Engineer
7.87,3,1,4,4,5,4,4,4,3,5,5,5,5,5,4,4,1,0,0,3,1,Cloud Engineer
9.18,2,5,5,4,4,5,5,3,3,1,4,4,4,4,3,1,4,2,1,3,2,Cloud Engineer
5.53,4,5,1,5,5,4,5,5,3,1,4,5,5,5,1,3,1,0,0,1,3,Cloud Engineer
8.91,5,3,4,5,3,3,3,2,4,5,4,4,5,5,4,1,4,4,1,4,1,Cloud Engineer
8.25,5,3,2,3,3,5,3,1,2,4,4,4,5,5,3,2,1,4,1,4,5,Cloud Engineer
9.29,1,2,1,3,2,5,5,4,3,4,3,5,4,4,1,2,2,0,0,1,5,Cloud Engineer
6.54,1,3,2,4,4,1,5,3,1,5,5,5,4,4,1,4,4,0,0,2,2,Cloud Engineer
5.64,2,3,5,4,4,2,5,1,3,4,3,4,5,4,5,5,1,5,0,5,1,Cloud Engineer
7.11,5,2,1,3,3,2,5,3,1,3,3,5,4,4,2,3,5,0,0,5,5,Cloud Engineer
7.32,1,1,1,2,5,1,5,5,5,4,3,4,5,4,4,3,5,4,1,4,1,Cloud Engineer
7.45,2,4,1,4,2,3,3,4,4,3,5,5,5,4,4,1,2,3,0,2,4,Cloud Engineer
7.96,1,2,5,2,4,5,4,3,2,3,5,5,4,5,4,3,4,3,1,5,1,Cloud Engineer
8.88,2,5,3,1,3,4,4,3,5,3,3,5,4,5,4,2,1,0,1,4,2,Cloud Engineer
5.79,3,3,1,4,3,4,5,5,3,1,5,5,5,4,4,2,2,5,1,2,1,Cloud Engineer
8.58,5,2,2,4,5,5,5,1,4,1,4,5,4,4,1,5,2,4,1,2,2,Cloud Engineer
6.64,5,1,5,1,4,2,5,1,2,3,4,4,4,5,4,1,5,1,0,5,1,Cloud Engineer
8.16,5,4,2,1,2,4,4,2,5,1,3,5,5,4,3,4,3,5,1,3,2,Cloud Engineer
9.39,5,2,3,5,2,4,3,4,4,3,4,4,5,4,1,2,4,2,0,3,4,Cloud Engineer
6.24,5,4,2,1,3,1,5,1,3,1,4,5,4,5,4,5,3,1,1,1,1,Cloud Engineer
7.69,4,1,4,3,5,2,3,4,2,5,4,4,5,4,1,3,4,1,0,4,2,Cloud Engineer
8.43,4,2,1,2,4,4,4,5,4,5,5,4,4,5,1,1,5,3,1,3,3,Cloud Engineer
9.58,1,5,3,3,5,2,3,1,5,5,5,5,5,4,4,3,4,4,0,5,3,Cloud Engineer
8.65,3,4,3,5,2,2,4,5,4,2,5,5,4,5,3,2,5,1,0,4,4,Cloud Engineer
7.68,4,1,2,5,2,2,4,5,2,3,3,4,4,4,4,2,4,3,1,4,5,Cloud Engineer
6.39,3,2,4,2,5,3,5,5,2,2,4,4,5,5,4,3,1,3,0,5,5,Cloud Engineer
7.06,3,2,5,1,3,1,3,4,4,5,3,4,4,5,5,5,2,3,1,3,1,Cloud Engineer
5.78,2,2,4,5,2,1,4,1,1,3,3,5,4,5,4,3,5,1,1,1,3,Cloud Engineer
7.71,3,4,1,2,3,2,3,4,4,4,5,5,5,5,5,5,4,2,1,5,2,Cloud Engineer
8.13,4,3,4,5,2,4,3,2,5,5,4,5,5,5,4,2,5,4,0,1,4,Cloud Engineer
7.49,1,4,4,2,5,1,3,2,5,1,5,5,4,4,2,5,2,3,1,3,5,Cloud Engineer
6.64,5,3,4,2,3,5,3,2,1,3,4,4,4,4,5,5,4,4,0,3,5,Cloud Engineer
9.76,2,2,1,2,3,3,5,5,4,1,5,4,4,5,2,4,3,3,1,2,5,Cloud Engineer
8.49,3,3,1,4,2,5,5,1,4,4,3,4,4,4,1,1,3,4,1,2,1,Cloud Engineer
9.52,5,2,2,2,1,5,5,2,4,4,4,5,5,5,5,2,2,0,0,5,4,Cloud Engineer
7.32,4,5,2,3,1,4,4,5,5,4,4,5,4,4,5,4,1,1,0,5,1,Cloud Engineer
8.8,5,5,2,5,5,2,4,2,5,2,5,5,4,5,2,2,3,4,0,2,1,Cloud Engineer
6.44,5,2,4,3,4,2,5,4,4,2,5,4,4,5,2,2,1,3,1,2,1,Cloud Engineer
8.76,3,1,4,4,4,3,4,2,1,3,5,4,5,5,2,5,2,5,0,5,3,Cloud Engineer
6.1,4,1,1,3,3,1,4,5,4,5,5,5,4,4,4,5,3,1,0,4,3,Cloud Engineer
7.05,5,3,3,2,5,1,5,1,3,4,5,4,4,4,2,1,1,4,0,2,3,Cloud Engineer
5.56,4,5,3,5,2,5,4,2,3,2,3,4,4,4,2,5,5,0,1,3,4,Cloud Engineer
8.16,3,5,3,4,2,2,3,1,4,1,4,5,5,5,1,4,5,1,1,2,3,Cloud Engineer
9.8,5,2,5,2,3,2,3,5,4,2,4,5,5,4,1,1,4,1,1,5,4,Cloud Engineer
7.59,5,1,3,3,4,3,3,2,1,3,3,4,5,5,1,3,2,2,1,4,3,Cloud Engineer
6.83,1,2,2,1,3,1,5,1,5,2,4,5,5,4,3,4,5,3,0,1,4,Cloud Engineer
9.69,3,4,2,2,1,1,3,2,3,2,5,5,5,5,5,4,3,3,1,1,3,Cloud Engineer
8.42,1,1,1,4,1,1,5,4,3,3,5,4,4,5,1,3,1,3,1,1,2,Cloud Engineer
6.92,2,2,3,4,2,5,4,1,3,1,3,4,4,4,4,5,3,4,0,2,4,Cloud Engineer
7.65,4,1,1,5,4,5,4,3,4,1,3,4,4,4,5,1,1,2,0,2,3,Cloud Engineer
5.53,5,2,2,5,2,5,3,2,2,5,4,5,5,4,4,4,1,4,0,2,1,Cloud Engineer
7.27,4,2,1,3,5,2,4,5,4,2,3,5,4,4,5,3,4,0,0,1,2,Cloud Engineer
9.17,2,4,1,2,3,4,3,4,1,4,4,5,5,4,4,4,2,1,0,3,4,Cloud Engineer
6.34,3,2,2,1,2,1,3,2,1,5,4,5,4,5,1,1,5,5,1,3,5,Cloud Engineer
9.2,5,5,2,2,3,1,3,3,2,2,4,5,5,4,4,3,2,1,0,4,3,Cloud Engineer
8.97,5,1,4,4,2,3,4,2,2,1,3,4,5,4,2,1,1,5,1,1,5,Cloud Engineer
8.68,2,5,4,1,3,5,3,3,2,3,4,5,4,5,4,4,2,4,1,5,5,Cloud Engineer
6.89,2,4,3,1,5,3,3,1,3,5,3,5,5,4,2,1,3,0,1,1,2,Cloud Engineer
6.65,2,1,4,5,5,4,3,4,1,4,5,5,4,4,3,4,1,1,0,5,1,Cloud Engineer
8.73,2,3,5,3,5,3,5,5,2,2,5,5,4,5,1,5,4,1,0,1,2,Cloud Engineer
9.62,2,2,1,2,4,2,5,3,2,3,3,4,5,5,4,4,4,2,1,2,3,Cloud Engineer
6.41,3,4,4,3,5,4,4,1,4,5,5,4,4,4,2,5,3,1,0,1,1,Cloud Engineer
6.16,2,3,3,1,1,2,5,1,1,3,4,5,4,4,3,1,2,1,1,4,2,Cloud Engineer
5.79,3,3,5,2,4,5,5,3,2,3,3,5,5,4,5,3,4,0,1,1,4,Cloud Engineer
9.13,3,2,5,2,3,4,3,5,3,2,5,5,4,4,2,1,3,1,1,2,4,Cloud Engineer
9.54,1,2,2,2,4,1,4,2,5,3,5,4,4,5,3,5,2,2,1,1,2,Cloud Engineer
8.63,1,5,2,2,4,5,3,3,4,2,4,4,5,5,1,4,5,4,1,3,3,Cloud Engineer
9.97,2,2,5,4,4,5,5,2,3,2,3,4,5,5,3,3,4,1,1,3,2,Cloud Engineer
9.36,2,2,2,5,4,4,5,1,2,1,5,4,5,5,5,2,1,4,1,3,4,Cloud Engineer
7.27,2,1,1,3,5,3,3,1,2,4,5,5,4,4,2,1,2,5,1,5,3,Cloud Engineer
5.95,5,2,4,5,2,3,3,5,2,1,3,4,4,5,1,2,5,4,0,3,5,Cloud Engineer
9.52,1,4,5,3,2,4,3,5,3,5,4,4,4,4,2,3,3,0,1,4,2,Cloud Engineer
7.67,2,2,1,1,1,2,3,1,1,2,5,5,5,5,1,1,2,5,1,5,3,Cloud Engineer
9.4,5,2,2,5,5,2,5,1,3,1,3,4,4,4,4,5,5,0,1,1,1,Cloud Engineer
9.72,2,2,4,3,4,1,5,1,2,5,4,4,5,4,1,5,1,3,1,5,3,Cloud Engineer
8.96,5,1,2,1,2,2,5,4,2,1,5,4,5,4,3,5,4,1,0,3,2,Cloud Engineer
7.34,4,3,3,3,5,1,3,5,4,1,4,5,4,4,2,5,5,4,1,1,3,Cloud Engineer
6.83,2,2,3,5,2,5,4,4,4,3,5,4,5,4,1,3,3,4,1,5,1,Cloud Engineer
8.6,4,2,2,2,4,4,4,5,5,4,5,5,5,4,4,4,2,0,0,4,4,Cloud Engineer
9.7,4,1,4,5,3,4,4,2,2,4,3,5,5,5,1,3,3,3,1,3,3,Cloud Engineer
9.39,4,5,1,3,3,2,5,1,4,1,5,5,4,4,1,5,4,0,0,5,4,Cloud Engineer
9.1,1,4,5,3,4,2,5,5,3,1,5,4,5,5,4,2,4,1,1,4,4,Cloud Engineer
7.48,4,4,4,3,2,4,5,2,4,2,3,4,4,5,4,1,1,3,0,5,4,Cloud Engineer
6.41,5,2,4,1,2,2,5,4,2,2,3,5,5,4,5,1,1,1,1,5,1,Cloud Engineer
8.23,5,4,4,5,3,5,5,4,5,3,4,4,5,5,5,4,4,0,0,2,5,Cloud Engineer
9.91,5,1,3,1,2,1,5,1,5,3,3,5,4,4,2,5,3,0,1,5,2,Cloud Engineer
6.76,2,2,3,3,3,2,3,1,3,2,5,5,4,4,1,5,3,5,1,4,1,Cloud Engineer
5.99,1,5,3,1,3,1,4,4,5,1,4,5,5,4,3,2,3,3,0,3,5,Cloud Engineer
6.12,2,5,1,3,5,2,3,4,4,4,3,4,4,4,5,4,2,5,0,1,2,Cloud Engineer
5.6,4,3,4,5,2,4,4,4,4,2,3,4,5,5,2,5,4,3,1,5,2,Cloud Engineer
7.0,2,1,2,4,3,2,5,2,2,5,5,4,5,5,3,4,3,3,0,1,3,Cloud Engineer
8.54,5,5,5,3,3,3,5,1,2,1,5,5,5,5,2,5,4,3,1,5,3,Cloud Engineer
9.65,2,2,3,5,1,5,3,1,3,5,5,4,5,5,2,5,1,2,0,2,5,Cloud Engineer
6.34,1,4,3,5,3,4,3,5,1,1,3,5,5,5,3,3,2,5,1,3,3,Cloud Engineer
6.28,3,5,5,1,5,2,3,4,5,4,3,4,5,5,5,5,4,2,0,4,5,Cloud Engineer
8.28,2,4,4,4,1,3,5,1,2,5,3,5,5,5,4,5,2,0,0,4,2,Cloud Engineer
6.55,2,1,4,5,1,1,4,4,3,5,5,4,5,4,3,2,4,4,1,3,1,Cloud Engineer
6.13,5,3,3,5,1,2,5,3,5,4,3,4,4,4,3,3,5,1,0,5,2,Cloud Engineer
9.72,4,2,2,5,3,5,3,1,1,1,5,5,5,5,4,1,2,1,0,4,3,Cloud Engineer
5.65,1,4,5,3,2,5,4,3,3,4,5,4,5,4,1,4,2,2,0,1,2,Cloud Engineer
8.65,2,5,3,4,2,2,5,2,1,5,4,5,4,4,2,3,3,2,0,4,4,Cloud Engineer
5.56,5,1,4,5,4,2,3,4,3,5,4,5,5,5,2,2,4,1,0,4,5,Cloud Engineer
6.09,2,3,2,2,2,2,5,4,4,2,3,4,4,5,3,1,2,0,0,1,4,Cloud Engineer
8.93,2,4,5,5,4,2,3,1,4,4,5,4,4,5,4,4,4,5,1,1,2,Cloud Engineer
9.65,2,1,2,3,1,2,3,4,2,2,5,4,4,4,4,1,5,0,1,2,3,Cloud Engineer
8.03,1,3,5,2,3,5,5,5,3,2,4,5,5,5,5,1,3,2,0,1,4,Cloud Engineer
7.42,3,3,4,4,5,1,5,1,2,3,3,5,5,4,3,5,1,1,1,5,5,Cloud Engineer
8.81,1,4,2,5,4,3,5,1,5,5,4,5,4,5,3,5,4,2,0,4,4,Cloud Engineer
9.15,1,5,4,2,5,1,3,3,4,2,3,4,4,5,2,2,2,1,0,1,1,Cloud Engineer
9.28,4,3,1,5,4,2,4,5,1,5,4,5,5,4,4,3,5,1,0,5,5,Cloud Engineer
6.56,2,5,3,4,1,5,3,4,1,5,4,5,4,5,3,3,2,4,0,4,5,Cloud Engineer
9.25,2,5,3,3,5,1,4,3,3,2,3,4,5,5,1,4,1,4,0,1,4,Cloud Engineer
5.82,4,2,5,2,3,4,4,2,3,3,5,5,4,4,2,5,1,5,0,5,1,Cloud Engineer
8.66,5,4,4,4,2,4,5,3,2,4,5,4,5,5,5,2,2,0,1,2,4,Cloud Engineer
7.81,3,4,1,4,3,2,5,2,3,5,5,5,4,4,4,1,2,2,1,2,2,Cloud Engineer
8.41,5,1,2,1,1,3,3,1,3,2,3,4,4,5,1,3,2,0,0,2,2,Cloud Engineer
9.98,2,3,5,4,3,5,4,4,1,4,4,5,4,4,4,4,4,4,1,4,5,Cloud Engineer
7.3,3,4,2,1,2,2,5,3,5,4,3,4,4,4,2,3,4,5,1,3,4,Cloud Engineer
6.98,2,3,1,2,3,4,3,5,2,4,5,5,5,5,3,4,2,1,0,4,3,Cloud Engineer
9.43,4,5,3,2,1,4,4,4,4,4,5,4,4,4,3,3,5,4,1,1,4,Cloud Engineer
7.86,2,2,2,4,5,2,3,2,4,3,4,5,5,4,4,3,2,0,1,5,4,Cloud Engineer
9.7,2,3,5,5,5,2,5,4,2,1,3,4,5,5,2,5,3,4,1,4,2,Cloud Engineer
8.81,2,4,4,4,5,5,4,5,1,2,5,5,5,5,1,3,3,1,1,4,2,Cloud Engineer
6.82,5,3,1,4,1,2,4,1,1,1,3,4,5,5,4,4,2,3,0,5,2,Cloud Engineer
5.66,5,4,3,5,3,3,4,1,1,1,5,4,5,5,5,1,3,3,1,4,3,Cloud Engineer
6.49,2,5,1,3,3,2,4,3,2,4,3,5,4,5,1,2,5,4,1,3,2,Cloud Engineer
8.43,1,1,2,4,2,4,3,5,2,5,4,4,4,4,1,5,4,2,0,5,3,Cloud Engineer
8.59,5,4,4,4,1,4,3,1,3,5,4,4,4,4,5,1,4,1,1,5,5,Cloud Engineer
5.67,2,3,3,5,4,2,5,4,5,5,4,4,5,4,2,5,3,2,1,4,4,Cloud Engineer
7.69,3,5,1,3,2,4,5,4,5,3,5,5,5,5,1,4,5,5,0,4,5,Cloud Engineer
7.78,5,1,5,5,4,2,3,3,2,5,5,5,5,5,2,2,3,3,0,5,3,Cloud Engineer
8.23,5,4,4,4,5,4,3,3,2,4,5,5,5,4,5,5,4,4,0,5,4,Cloud Engineer
8.82,2,3,4,1,5,4,3,4,1,2,5,5,5,5,1,1,3,3,1,1,1,Cloud Engineer
7.7,4,3,3,5,1,1,5,5,5,4,4,5,5,4,5,4,3,1,0,1,2,Cloud Engineer
7.53,4,1,3,4,2,4,4,2,3,1,4,5,5,4,2,2,2,1,1,3,4,Cloud Engineer
8.81,5,4,2,4,5,3,3,1,3,4,5,5,5,4,5,2,4,1,1,3,3,Cloud Engineer
8.6,4,3,1,5,4,5,5,4,3,5,4,5,5,4,2,4,3,0,0,4,2,Cloud Engineer
7.72,2,5,1,3,2,3,5,2,1,5,4,5,5,5,4,1,2,4,0,1,4,Cloud Engineer
8.39,1,4,2,3,5,2,5,1,3,5,3,4,4,5,3,4,3,3,1,5,5,Cloud Engineer
6.75,1,2,1,1,5,5,3,3,5,3,3,5,5,5,2,3,5,5,0,3,1,Cloud Engineer
7.26,4,5,2,1,4,5,4,3,3,2,3,4,4,4,4,2,3,1,1,4,1,Cloud Engineer
7.74,4,3,1,3,3,4,4,5,2,1,3,4,5,5,2,3,2,4,1,5,1,Cloud Engineer
6.62,3,5,4,3,1,4,3,2,3,3,5,5,5,5,2,4,1,4,1,5,3,Cloud Engineer
9.86,2,4,4,5,3,5,5,5,5,4,4,4,5,5,2,2,1,4,0,5,1,Cloud Engineer
6.31,4,4,2,1,2,3,5,1,3,5,5,4,5,4,4,5,3,2,1,2,3,Cloud Engineer
6.31,5,3,1,2,1,5,3,2,3,2,3,5,4,5,2,3,1,1,1,2,5,Cloud Engineer
5.57,1,4,2,2,3,5,5,5,2,3,4,4,5,5,1,5,2,5,1,3,3,Cloud Engineer
8.52,3,5,4,1,4,4,3,5,2,3,4,5,5,5,1,4,4,5,0,4,2,Cloud Engineer
8.37,1,3,3,2,1,5,4,4,5,4,3,5,5,4,5,2,3,5,1,5,2,Cloud Engineer
5.63,2,3,1,3,2,3,4,4,3,5,5,4,5,4,2,1,5,4,1,3,3,Cloud Engineer
8.43,4,2,3,3,4,2,3,2,1,5,4,4,4,4,5,1,2,2,0,4,3,Cloud Engineer
6.26,2,1,2,5,2,3,3,5,1,2,3,4,5,5,2,1,4,0,1,3,3,Cloud Engineer
7.99,4,1,3,5,1,4,4,2,3,3,4,5,5,5,5,2,2,4,0,2,4,Cloud Engineer
6.13,2,5,3,2,2,4,5,5,1,1,5,4,5,4,2,4,1,0,0,3,2,Cloud Engineer
9.5,1,3,3,4,4,3,3,1,5,3,4,5,5,4,1,1,2,4,0,1,4,Cloud Engineer
7.04,3,1,2,1,2,2,4,3,1,1,4,4,4,5,5,2,4,2,0,1,2,Cloud Engineer
5.87,4,2,3,5,3,1,4,5,1,3,3,5,5,4,2,2,3,2,0,1,4,Cloud Engineer
6.38,4,3,5,1,1,4,5,1,1,5,3,4,5,4,4,2,2,2,1,2,2,Cloud Engineer
7.31,4,3,4,1,1,2,5,3,5,1,5,5,4,4,5,3,5,0,0,1,1,Cloud Engineer
6.66,1,1,1,4,4,2,5,4,4,1,4,5,4,4,2,3,1,3,1,4,5,Cloud Engineer
5.83,2,1,4,1,2,4,3,5,4,1,4,4,5,5,1,4,2,5,1,1,4,Cloud Engineer
5.55,5,1,4,4,5,2,3,4,2,3,3,5,5,4,5,1,2,0,0,1,4,Cloud Engineer
9.49,4,4,1,4,1,1,3,5,2,4,5,5,4,4,4,2,3,3,0,1,2,Cloud Engineer
